City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
armentieres,50.69,2.88,79.0,47,0,7.0,FR,1600443464
constitucion,-35.33,-72.42,59.47,49,33,17.09,CL,1600443464
birao,10.28,22.79,79.57,82,100,3.22,CF,1600443464
mahon,39.89,4.27,77.0,83,20,5.82,ES,1600443464
vincennes,48.85,2.43,82.0,42,73,16.11,FR,1600443465
maniitsoq,65.42,-52.9,39.49,81,100,14.38,GL,1600443465
akureyri,65.68,-18.09,53.6,54,40,9.17,IS,1600443465
basirpur,30.58,73.83,88.84,43,5,4.43,PK,1600443465
upington,-28.45,21.26,86.0,6,0,9.17,ZA,1600443466
iquitos,-3.75,-73.25,91.4,63,20,2.24,PE,1600443466
rio grande,-32.03,-52.1,69.64,62,0,7.49,BR,1600443249
belyy yar,53.6,91.39,51.8,93,100,4.47,RU,1600443466
pudozh,61.81,36.53,41.76,86,83,3.83,RU,1600443466
gdov,58.74,27.81,55.78,60,40,16.64,RU,1600443467
bougouni,11.42,-7.48,81.75,80,81,3.98,ML,1600443467
kindu,-2.95,25.95,77.0,90,100,2.73,CD,1600443467
nieuw amsterdam,5.88,-55.08,93.99,52,20,11.41,SR,1600443467
naifaru,5.44,73.37,82.47,76,100,15.9,MV,1600443467
pervomayskoye,43.92,46.71,69.84,84,0,8.3,RU,1600443182
moroni,-11.7,43.26,80.6,69,75,8.05,KM,1600443182
saint stephen,50.33,-4.9,68.0,52,88,13.87,GB,1600443468
alenquer,-1.94,-54.74,89.6,62,20,12.75,BR,1600443468
rio gallegos,-51.62,-69.22,41.0,38,40,39.15,AR,1600443208
halifax,44.65,-63.57,63.0,82,90,3.36,CA,1600443178
paragominas,-2.97,-47.48,99.18,32,20,4.97,BR,1600443469
saint-georges,12.06,-61.75,89.6,70,40,11.41,GD,1600443469
maxixe,-23.86,35.35,72.7,82,0,10.74,MZ,1600443469
grong,64.47,12.31,51.8,81,75,10.29,NO,1600443469
springfield,37.22,-93.3,66.99,77,1,6.93,US,1600443291
filadelfia,39.95,-75.16,70.0,68,75,12.75,US,1600443326
qaqortoq,60.72,-46.03,37.4,95,75,5.82,GL,1600443470
bagaha,27.1,84.08,79.74,91,99,7.83,IN,1600443366
terenos,-20.44,-54.86,89.6,29,14,5.82,BR,1600443470
bon air,37.52,-77.56,72.0,88,75,6.93,US,1600443470
choszczno,53.17,15.42,64.99,52,59,6.93,PL,1600443470
muromtsevo,56.37,75.24,47.77,91,100,9.57,RU,1600443470
tsagan aman,47.56,46.72,64.99,33,85,21.16,RU,1600443471
sao bernardo,-3.36,-42.42,105.82,22,0,3.33,BR,1600443471
sindou,10.67,-5.17,82.99,71,83,5.73,BF,1600443471
mangrol,21.12,70.12,82.54,81,95,7.11,IN,1600443471
bandipur,27.93,84.42,68.63,100,100,0.94,NP,1600443471
kudymkar,59.02,54.66,54.05,74,100,11.56,RU,1600443472
nizwa,22.93,57.53,89.85,12,0,8.28,OM,1600443472
argalasti,39.23,23.22,78.8,69,40,11.41,GR,1600443472
kusti,13.16,32.66,92.84,37,23,6.71,SD,1600443472
road town,18.42,-64.62,89.6,62,20,5.82,VG,1600443472
deer lake,49.17,-57.43,50.0,71,75,4.7,CA,1600443424
menongue,-14.66,17.69,82.74,28,90,7.96,AO,1600443473
canchungo,12.07,-16.03,87.8,66,40,4.7,GW,1600443473
giyani,-23.3,30.72,82.63,34,2,5.26,ZA,1600443473
san cristobal,7.77,-72.22,86.0,62,40,6.93,VE,1600443316
hagere selam,6.48,38.52,51.31,100,94,4.54,ET,1600443474
orhei,47.38,28.82,66.2,29,20,16.11,MD,1600443368
stromness,58.97,-3.3,57.2,93,75,3.36,GB,1600443474
dourbali,11.81,15.86,89.74,56,2,7.23,TD,1600443474
kulu,39.1,33.08,80.53,27,58,4.65,TR,1600443475
borazjan,29.27,51.22,93.2,56,0,2.28,IR,1600443475
sept-iles,50.2,-66.38,46.99,51,75,9.17,CA,1600443326
remanso,-9.62,-42.08,87.17,36,0,4.52,BR,1600443475
macau,22.2,113.55,84.2,89,40,14.99,MO,1600443475
kuruman,-27.45,23.43,81.0,9,0,1.01,ZA,1600443475
kondoa,-4.9,35.78,74.03,30,41,8.68,TZ,1600443476
mandal,25.45,74.57,81.93,71,66,6.76,IN,1600443476
salinas,36.68,-121.66,62.6,88,1,5.82,US,1600443184
samur,41.83,48.49,71.78,72,45,9.01,RU,1600443476
amapa,1.0,-52.0,94.68,38,71,5.84,BR,1600443476
saint-joseph,-21.37,55.62,71.6,68,40,17.22,RE,1600443477
porto torres,40.84,8.4,84.2,58,25,10.29,IT,1600443477
khash,28.22,61.22,67.42,24,0,13.18,IR,1600443477
havelock,34.88,-76.9,75.0,94,90,13.87,US,1600443477
praia da vitoria,38.73,-27.07,73.99,88,20,12.08,PT,1600443478
kontagora,10.4,5.47,83.66,76,58,4.81,NG,1600443478
mitu,1.2,-70.17,96.4,42,26,0.85,CO,1600443478
beyneu,45.32,55.2,63.41,28,83,13.27,KZ,1600443478
ilula,-7.68,36.04,78.8,34,20,16.11,TZ,1600443478
coari,-4.08,-63.14,99.68,34,36,1.48,BR,1600443478
cockburn town,21.46,-71.14,87.8,66,40,9.17,TC,1600443479
lethem,3.38,-59.8,90.37,56,18,1.68,GY,1600443479
demba,-5.51,22.27,80.96,64,84,3.02,CD,1600443479
elesbao veloso,-6.2,-42.14,106.88,17,0,3.56,BR,1600443479
quelimane,-17.88,36.89,80.01,78,40,21.92,MZ,1600443479
zile,40.3,35.89,75.2,57,40,21.92,TR,1600443480
aden,12.78,45.04,87.39,77,51,9.64,YE,1600443272
port blair,11.67,92.75,78.98,86,100,22.26,IN,1600443480
codajas,-3.84,-62.06,101.28,31,1,4.07,BR,1600443480
aripuana,-9.17,-60.63,107.28,19,20,3.13,BR,1600443480
konstantinovsk,47.58,41.09,60.78,48,35,16.82,RU,1600443481
gwanda,-20.93,29.0,79.61,27,10,6.91,ZW,1600443250
sao joao do piaui,-8.36,-42.25,101.53,19,2,6.89,BR,1600443481
morropon,-5.18,-79.97,83.71,42,24,6.22,PE,1600443481
lidkoping,58.51,13.16,62.6,72,0,14.99,SE,1600443481
mitsamiouli,-11.38,43.28,80.6,69,75,8.05,KM,1600443482
nauta,-4.51,-73.58,97.48,37,1,2.71,PE,1600443482
vytegra,61.01,36.45,45.54,78,99,8.93,RU,1600443482
baie-saint-paul,47.44,-70.5,48.99,75,93,7.0,CA,1600443482
kastamonu,41.5,33.67,60.94,85,4,4.0,TR,1600443482
lundazi,-12.29,33.18,73.85,43,41,8.14,ZM,1600443483
kuryk,43.2,51.65,71.08,39,100,8.61,KZ,1600443483
huallanca,-9.9,-76.94,53.49,52,97,5.03,PE,1600443483
barra do corda,-5.5,-45.25,105.37,21,0,5.03,BR,1600443483
amla,21.93,78.12,75.69,88,91,1.36,IN,1600443484
sarkand,45.41,79.92,50.22,51,43,4.23,KZ,1600443484
dangriga,16.97,-88.23,91.0,79,40,2.24,BZ,1600443484
aktanysh,55.72,54.08,55.06,60,25,12.24,RU,1600443484
llandrindod wells,52.24,-3.38,66.0,49,0,3.0,GB,1600443484
barcelona,41.39,2.16,79.0,69,100,4.7,ES,1600443210
harda,22.33,77.1,79.97,84,100,4.38,IN,1600443485
harnosand,62.63,17.94,62.01,47,38,17.22,SE,1600443485
corinto,37.94,22.96,82.99,51,79,1.99,GR,1600443486
beni suef,29.07,31.1,96.87,20,0,20.4,EG,1600443486
wilmington,34.23,-77.94,79.0,88,90,11.41,US,1600443288
harindanga,22.04,88.32,82.4,94,20,4.74,IN,1600443486
kulhudhuffushi,6.62,73.07,83.01,78,88,17.11,MV,1600443487
andros town,24.7,-77.77,89.6,70,40,10.29,BS,1600443487
lucapa,-8.42,20.74,75.63,67,90,4.7,AO,1600443487
tortoli,39.93,9.66,81.0,50,20,3.31,IT,1600443487
santiago,-33.46,-70.65,73.0,37,0,2.24,CL,1600443470
sainte-marie,-20.9,55.55,71.6,64,47,16.11,RE,1600443488
trelew,-43.25,-65.31,55.0,34,23,25.68,AR,1600443488
arica,-18.48,-70.3,62.6,72,90,10.29,CL,1600443488
yining,29.04,114.56,61.93,89,71,1.32,CN,1600443488
west bay,19.37,-81.42,86.0,79,20,8.05,KY,1600443488
skawina,49.98,19.83,62.6,45,2,4.7,PL,1600443489
kayerkan,69.35,87.76,50.0,87,40,13.42,RU,1600443489
zimovniki,47.15,42.46,70.92,26,78,6.58,RU,1600443489
freeport,40.66,-73.58,69.01,68,90,17.22,US,1600443477
hazorasp,41.32,61.07,57.2,54,0,4.7,UZ,1600443490
yei,4.09,30.68,73.96,86,92,1.57,SS,1600443490
eregli,37.51,34.05,71.83,27,0,4.27,TR,1600443490
trincomalee,8.57,81.23,82.22,75,94,21.16,LK,1600443490
sur,22.57,59.53,85.66,57,27,8.14,OM,1600443490
catacocha,-4.07,-79.63,71.6,68,75,1.12,EC,1600443491
uchiza,-8.46,-76.46,82.65,61,64,2.21,PE,1600443491
ugento,39.93,18.16,82.99,65,75,21.16,IT,1600443491
macusani,-14.08,-70.43,41.81,71,97,9.42,PE,1600443491
saint-medard-en-jalles,44.9,-0.72,79.0,57,100,9.17,FR,1600443491
dwarka,22.24,68.97,84.52,82,73,10.07,IN,1600443492
paita,-5.09,-81.11,69.8,73,40,10.29,PE,1600443492
hellin,38.51,-1.7,73.4,60,20,13.87,ES,1600443492
vredendal,-31.67,18.5,63.36,63,17,16.37,ZA,1600443493
axim,4.87,-2.24,77.68,79,38,8.99,GH,1600443493
zemio,5.03,25.14,76.86,89,77,1.7,CF,1600443493
stokmarknes,68.56,14.91,48.2,93,75,26.4,NO,1600443493
otukpo,7.19,8.13,84.18,77,74,4.09,NG,1600443494
sira,13.75,76.91,73.85,79,86,12.73,IN,1600443494
sassandra,4.95,-6.08,76.89,80,43,8.86,CI,1600443494
mayumba,-3.43,10.66,76.17,85,90,7.99,GA,1600443494
waddan,29.16,16.14,90.77,20,0,12.95,LY,1600443495
chakwal,32.93,72.86,80.6,74,2,4.88,PK,1600443495
freising,48.4,11.75,66.2,52,0,11.41,DE,1600443495
sorrento,40.63,14.37,84.0,61,5,5.82,IT,1600443495
presidente medici,-11.18,-61.9,116.06,11,55,2.46,BR,1600443495
grave,51.76,5.74,73.99,35,5,13.87,NL,1600443496
saurimo,-9.66,20.39,84.2,45,75,5.82,AO,1600443496
ambikapur,23.12,83.2,78.91,73,96,4.25,IN,1600443496
montemarciano,43.64,13.31,77.0,65,0,11.41,IT,1600443496
san juan de arama,3.35,-73.89,87.15,54,31,3.98,CO,1600443497
kyabe,9.45,18.94,77.99,87,54,3.2,TD,1600443497
carndonagh,55.25,-7.27,62.6,82,20,18.34,IE,1600443497
inhambane,-23.86,35.38,73.0,82,0,11.3,MZ,1600443497
burriana,39.89,-0.09,73.99,74,100,1.99,ES,1600443497
huarmey,-10.07,-78.15,67.32,65,56,7.9,PE,1600443498
haradok,55.46,29.98,46.4,87,75,13.42,BY,1600443498
ostrovskoye,57.81,42.24,46.4,89,1,4.52,RU,1600443498
manaure,11.78,-72.44,89.6,62,40,13.87,CO,1600443498
pachino,36.72,15.09,82.99,65,0,9.26,IT,1600443498
pivijay,10.46,-74.62,87.01,79,40,6.93,CO,1600443499
manta,-0.95,-80.73,75.2,83,90,5.82,EC,1600443499
madinat sittah uktubar,29.82,31.05,96.8,22,0,23.04,EG,1600443499
pindiga,9.98,10.93,83.01,71,100,2.1,NG,1600443499
ahmadpur,18.7,76.93,77.09,88,93,7.61,IN,1600443499
mushie,-3.02,16.9,85.91,60,99,3.96,CD,1600443500
kokkola,63.84,23.13,57.2,58,60,13.87,FI,1600443500
mandera,3.94,41.87,88.16,35,10,12.59,KE,1600443500
lake in the hills,42.18,-88.33,57.99,65,3,1.01,US,1600443440
cravo norte,6.3,-70.2,89.64,58,75,3.09,CO,1600443500
constantine,36.37,6.61,91.4,29,40,11.41,DZ,1600443501
banda aceh,5.56,95.32,80.38,72,100,13.91,ID,1600443501
kosterevo,55.93,39.61,47.79,86,21,4.47,RU,1600443501
scarborough,54.28,-0.4,59.0,82,100,1.99,GB,1600443384
cartagena,10.4,-75.51,86.0,74,75,19.46,CO,1600443305
iralaya,15.0,-83.23,87.8,74,40,9.86,HN,1600443502
prado,-17.34,-39.22,79.7,63,27,12.37,BR,1600443502
rio cuarto,-33.13,-64.35,66.2,17,0,17.22,AR,1600443249
tursunzoda,38.51,68.23,60.8,59,40,4.47,TJ,1600443502
abay,49.63,72.85,50.0,87,75,6.71,KZ,1600443502
talcahuano,-36.72,-73.12,55.4,58,40,13.87,CL,1600443503
charleston,32.78,-79.93,78.01,88,75,3.36,US,1600443252
gadoros,46.67,20.6,71.01,26,0,13.73,HU,1600443503
machachi,-0.5,-78.57,64.4,71,40,3.36,EC,1600443380
sharjah,25.36,55.4,98.6,34,0,5.82,AE,1600443212
rujewa,-8.7,34.38,77.14,37,78,12.06,TZ,1600443503
faenza,44.29,11.88,82.4,48,0,5.82,IT,1600443451
aragarcas,-15.9,-52.25,102.2,21,20,11.41,BR,1600443504
lepaera,14.78,-88.58,80.44,57,56,1.59,HN,1600443504
veshenskaya,49.63,41.73,57.29,52,100,10.25,RU,1600443504
de aar,-30.65,24.01,73.26,17,0,10.27,ZA,1600443504
samana,19.21,-69.34,86.0,84,40,6.55,DO,1600443505
toma,12.77,-2.88,85.42,62,85,5.99,BF,1600443505
zhezkazgan,47.8,67.71,62.6,45,90,6.71,KZ,1600443505
oranjemund,-28.55,16.43,59.7,76,0,17.81,,1600443505
agadez,19.75,10.25,103.26,11,62,10.18,NE,1600443505
penarroya-pueblonuevo,38.3,-5.27,75.2,69,40,18.34,ES,1600443506
humberto de campos,-2.6,-43.46,91.54,46,44,9.84,BR,1600443506
kozmodemyansk,56.34,46.57,51.8,93,20,8.95,RU,1600443506
chavakkad,10.53,76.05,80.6,94,40,10.25,IN,1600443506
waupun,43.63,-88.73,55.0,57,90,6.93,US,1600443506
westport,41.14,-73.36,68.0,63,90,13.87,US,1600443286
daugavpils,55.88,26.53,52.79,65,10,8.41,LV,1600443507
media luna,20.14,-77.44,86.0,67,1,3.76,CU,1600443507
presidente epitacio,-21.76,-52.12,95.52,26,27,3.24,BR,1600443507
ondjiva,-17.07,15.73,96.8,26,0,4.7,AO,1600443507
chipinge,-20.19,32.62,71.22,42,0,8.39,ZW,1600443508
khilchipur,24.03,76.57,83.84,68,93,4.32,IN,1600443508
gubkinskiy,64.43,76.5,45.16,84,100,19.48,RU,1600443508
suffolk,40.87,-72.8,64.4,72,90,6.93,US,1600443508
theodoriana,39.44,21.21,66.99,93,100,5.01,GR,1600443509
sistranda,63.73,8.83,53.6,76,75,17.22,NO,1600443509
akdepe,42.06,59.38,64.4,34,0,9.17,TM,1600443509
rivne,50.62,26.23,59.0,41,36,13.42,UA,1600443509
torre-pacheco,37.74,-0.95,80.01,73,20,10.29,ES,1600443509
puerto rico,-26.8,-55.02,85.77,27,0,4.47,AR,1600443510
ubinskoye,55.31,79.68,48.49,90,61,11.45,RU,1600443510
sosnogorsk,63.6,53.88,38.08,77,75,4.09,RU,1600443510
zarnovica,48.48,18.72,70.0,40,0,8.05,SK,1600443511
pucallpa,-8.38,-74.55,84.2,74,75,9.17,PE,1600443511
pafos,34.77,32.42,86.0,74,0,18.34,CY,1600443242
melbu,68.5,14.83,48.2,93,75,26.4,NO,1600443511
adre,13.47,22.2,87.04,47,97,7.25,TD,1600443512
emba,48.83,58.14,56.95,41,77,1.99,KZ,1600443512
moramanga,-18.93,48.2,56.8,95,6,3.69,MG,1600443512
imbituba,-28.24,-48.67,77.0,69,1,3.36,BR,1600443512
tigre,-34.43,-58.58,71.01,21,0,5.82,AR,1600443512
maarianhamina,60.1,19.93,64.4,52,85,6.93,AX,1600443512
lyubech,51.7,30.66,51.8,66,94,9.86,UA,1600443513
motril,36.75,-3.52,77.0,74,0,3.0,ES,1600443513
shache,38.42,77.24,72.1,20,100,11.1,CN,1600443513
la palma,33.85,-118.05,77.0,40,1,3.36,US,1600443513
kuznechnoye,61.12,29.87,52.0,64,79,11.25,RU,1600443514
togul,53.47,85.91,47.16,85,16,10.09,RU,1600443514
normandin,48.83,-72.53,48.2,49,20,11.41,CA,1600443381
brumadinho,-20.14,-44.2,93.2,23,27,6.93,BR,1600443248
mocuba,-16.84,36.99,80.06,49,15,11.03,MZ,1600443514
sandomierz,50.68,21.75,64.0,52,57,4.0,PL,1600443514
birin,26.89,88.07,78.8,94,75,1.12,NP,1600443515
lovozero,68.0,35.01,39.06,90,100,6.33,RU,1600443515
coihueco,-36.62,-71.83,57.2,54,1,17.22,CL,1600443515
port-cartier,50.03,-66.87,46.99,46,75,9.17,CA,1600443515
riohacha,11.54,-72.91,89.6,62,40,13.87,CO,1600443493
marrakesh,31.63,-8.01,84.2,42,20,3.36,MA,1600443516
aranos,-24.13,19.12,85.3,11,0,5.44,,1600443516
resistencia,-27.46,-58.98,84.99,37,0,8.05,AR,1600443516
savannah bight,16.45,-85.85,84.31,74,30,10.09,HN,1600443516
torgelow,53.63,14.02,64.99,55,27,3.36,DE,1600443516
uppsala,60.0,17.75,70.0,49,0,13.87,SE,1600443273
moron,-34.65,-58.62,70.0,34,0,6.93,AR,1600443517
la paz centro,12.34,-86.68,82.4,83,40,4.7,NI,1600443517
inirida,3.87,-67.92,93.4,51,52,2.59,CO,1600443517
eenhana,-17.47,16.33,100.4,8,0,3.36,,1600443517
bhaderwah,32.98,75.72,63.61,58,0,2.57,IN,1600443517
zelenoborsk,61.47,64.03,39.36,74,100,5.06,RU,1600443518
sioux lookout,50.1,-91.92,46.4,65,20,4.7,CA,1600443518
okitipupa,6.5,4.78,81.23,81,64,5.73,NG,1600443518
montepulciano,43.1,11.79,86.0,47,0,1.99,IT,1600443518
peniche,39.36,-9.38,69.01,88,100,37.0,PT,1600443519
kongoussi,13.33,-1.53,85.87,54,60,2.93,BF,1600443519
aswan,24.09,32.91,103.5,8,3,8.9,EG,1600443519
vyartsilya,62.18,30.69,47.97,75,96,8.43,RU,1600443519
odweyne,9.41,45.06,86.54,34,64,9.24,SO,1600443519
